390	I shall th' effect of this good lesson keep As watchman to my heart. But, good my brother, Do not as some ungracious pastors do, Show me the steep and thorny way to heaven, Whiles, like a puff'd and reckless libertine, Himself the primrose path of dalliance treads And recks not his own rede.	我要保持着这篇很好的教训，要它守卫我的心。可是好哥哥，请你莫像那不端的牧师般，指点我登天，去走荆棘塞途的陡峭路，自己却像个浮肿、泼赖的浪荡子，只顾走逍遥嬉耍的莲馨花之道，不管他自己的谆劝。	SDY
232	Hillo, ho, ho, boy! Come, bird, come.	回，回，回，小家伙！来，小鸟儿，来。	BZL
343	O, where, my lord?	啊，在哪里，殿下？	SDY
125	What, look'd he frowningly.	怎么样，它可是皱着眉头？	BZL
512	Tis gone and will not answer.	它走了，不愿回答我们。	ZSH
316	Take thy fair hour, Laertes. Time be thine, And thy best graces spend it at thy will! But now, my cousin Hamlet, and my son-	善用你的时光，赉候底施；你尽有时间，挥洒你的才艺，使用它就是。但现在，我侄儿哈姆雷特，我的儿——	SDY
5	Nay, answer me. Stand and unfold yourself.	嚇，你倒来问我；站住，口令！	BZL
230	So be it Enter Horatio and Marcellus.	心愿如此！霍拉旭与玛塞勒斯上。	BZL
151	I shall th' effect of this good lesson keep As watchman to my heart. But, good my brother, Do not as some ungracious pastors do, Show me the steep and thorny way to heaven, Whiles, like a puff'd and reckless libertine, Himself the primrose path of dalliance treads And recks not his own rede.	我一定记住这一篇很好的教训，叫它守卫我的心。可是好哥哥，你千万不要学坏牧师，给我指点上天堂要走的长满荆棘的陡坡路，自己可象个招摇过市的浪荡儿只顾走莲馨花道路，流连忘返，全忘了自己的劝告。	BZL
198	He waxes desperate with imagination.	他胡思乱想，变得什么也不顾了。	BZL
117	My lord, I did; But answer made it none. Yet once methought It lifted up it head and did address Itself to motion, like as it would speak; But even then the morning cock crew loud, And at the sound it shrunk in haste away And vanish'd from our sight.	殿下，我说了；可是它并不回答。我似乎看见它终于抬起头来，一举一动显得它分明是就要开口说话了：可是报晓的公鸡就大声啼了，一听见这个声音，它就一缩，马上就隐去不见了。	BZL
42	It is offended.	触犯了它了。	BZL
585	My lord, upon the platform where we watch'd.	殿下，就在我们守望的露台上。	ZSH
673	My fate cries out And makes each petty artire in this body As hardy as the Nemean lion's nerve.[Ghost beckons.]  	我的命运在高声呼喊，使我全身每一根微细的血管都变得像怒狮的筋骨一样坚硬。[鬼魂招手]	ZSH
274	Thou art a scholar; speak to it, Horatio.	您是位士子；对他去说话，霍瑞旭。	SDY
397	Tis in my memory lock'd, And you yourself shall keep the key of it.	我把它锁在记忆里，就由你自己保管着那柄钥匙。	SDY
444	Exeunt.	[同下。	SDY
34	Peace! break thee off! Look where it comes again!	别作声！不要再讲了！看它又来了！	BZL
710	How is't, my noble lord?	怎样，殿下？	ZSH
384	Your loves, as mine to you. Farewell. My father's spirit- in arms? All is not well. I doubt some foul play. Would the night were come! Till then sit still, my soul. Foul deeds will rise, Though all the earth o'erwhelm them, to men's eyes.	“尽爱”，我也对你们要这样。再会。我父亲的亡灵披挂着！事情不大好；我怀疑有甚黑勾当；愿夜晚快来！静下吧，灵魂儿，直到那时：即使大地想遮盖住，坏事自有千人知。 [下。	SDY
217	Revenge his foul and most unnatural murther.	你就替他报惨遭谋杀的冤仇。	BZL
369	Most constantly.	盯得非常紧。	SDY
602	And fix'd his eyes upon you?	它把眼睛注视着你吗？	ZSH
231	Illo, ho, ho, my lord!	喂，喂，喂，殿下！	BZL
289	Thus twice before, and jump at this dead hour, With martial stalk hath he gone by our watch.	这样已两次，正在这死寂的深夜，跨威武的阔步他走过我的岗哨。	SDY
459	Murther?	凶杀？	SDY
490	Say- What, is Horatio there ?	喂，——啊！霍拉旭也来了吗？	ZSH
455	What?	什么？	SDY
36	Thou art a scholar; speak to it, Horatio.	你是个读书人：对它说话吧，霍拉旭。	BZL
27	Horatio says 'tis but our fantasy, And will not let belief take hold of him Touching this dreaded sight, twice seen of us. Therefore I have entreated him along,   With us to watch the minutes of this night, That, if again this apparition come, He may approve our eyes and speak to it.	霍拉旭说这都是我们的幻想：他听说我们已经看见过两次那个可怕的怪东西，总是不相信；因此我就请他今晚上亲自来陪我们守夜，要是鬼怪再来呢， 果更大。霍拉旭不信鬼，神经不紧张，还能说笑话。他可以证明我们井没有看错，也可以正好就跟它交谈几句。	BZL
381	Exeunt [all but Hamlet]	[除哈姆雷特外俱下。	SDY
706	So be it	但愿如此！	ZSH
300	Exit Ghost.	[鬼魂下。	SDY
199	Let's follow. 'Tis not fit thus to obey him.	我们跟上去；不该就这样听从他。	BZL
114	But where was this?	都是在哪儿？	BZL
122	From top to toe? Both. My lord, from head to foot.	从头到脚？玛、贝从脚到头，殿下。	BZL
339	My lord, I came to see your father's funeral.	殿下，我来参加您父王的丧礼。	SDY
413	The air bites shrewdly; it is very cold.	这寒气刺得人好凶；冷得厉害。	SDY
323	Seems, madam, Nay, it is. I know not 'seems.' 'Tis not alone my inky cloak, good mother, Nor customary suits of solemn black, Nor windy suspiration of forc'd breath, No, nor the fruitful river in the eye, Nor the dejected havior of the visage, Together with all forms, moods, shapes of grief, 'That can denote me truly. These indeed seem, For they are actions that a man might play; But I have that within which passeth show- These but the trappings and the suits of woe.	好像！不对，的确是；我不懂什么叫“好像”。不光我这件黑外套，好母亲，也不光这身遵礼守制的黑孝衣，也不光这喘息频频的长吁短叹，不，也不仅这眼里的汩汩长流，也不仅面目间沮丧黯淡的神色，和一切形相，表情，悲伤的外观，能真正表白我；这些果真是“好像”，因为它们是一个人表演的姿态：但在我心中有无法表演的哀痛；这些都只是悲哀的服饰和衣裳。	SDY
192	What if it tempt you toward the flood, my lord, Or to the dreadful summit of the cliff That beetles o'er his base into the sea, And there assume some other, horrible form Which might deprive your sovereignty of reason And draw you into madness? Think of it. The very place puts toys of desperation, Without more motive, into every brain That looks so many fadoms to the sea And hears it roar beneath.	殿下，它万一把殿下引到了海里，或者把殿下引到了俯瞰海面、峭壁千丈的一个悬崖的顶上，换上了一副面目，狰狞可怕，把殿下吓得丧失了理性的控制，发起疯来，那又怎么样？想想看。无论谁到了这种惊险的地方，看千仞底下那一片海水的汹涌，听海水在底下咆哮，都会无端的起种种极端的怪念哪。	BZL
654	Indeed? I heard it not. It then draws near the season Wherein the spirit held his wont to walk. A flourish of trumpets, and two pieces go off.	真的？我没有听见；那么鬼魂出现的时候快要到了。[内喇叭奏花腔及鸣炮声]	ZSH
439	He waxes desperate with imagination.	他变得不顾一切，乱想些什么。	SDY
228	Lord Hamlet!	哈姆雷特殿下！	BZL
502	In the same figure, like the King that's dead.  	真像已故的国王的模样。	ZSH
627	Enter Polonius.	波洛尼厄斯上。	ZSH
402	He hath, my lord, of late made many tenders Of his affection to me.	他近来，爸爸，好多次对我献出了他的爱情来。	SDY
593	Both. Arm'd, my lord.	是，殿下。	ZSH
528	Tis here!	它在这儿！	ZSH
266	Horatio says 'tis but our fantasy, And will not let belief take hold of him Touching this dreaded sight, twice seen of us. Therefore I have entreated him along,   With us to watch the minutes of this night, That, if again this apparition come, He may approve our eyes and speak to it.	霍瑞旭说这只是我们的幻想，我们见过两次这可怕的东西，怎么样跟他说他都不肯相信：所以我央他来跟我们一起守夜；要是这鬼魂今夜再一次来到，他可以证明我们并没有看错，又能跟他对话。	SDY
80	Good Hamlet, cast thy nighted colour off, And let thine eye look like a friend on Denmark. Do not for ever with thy vailed lids Seek for thy noble father in the dust. Thou know'st 'tis common. All that lives must die, Passing through nature to eternity.  	好哈姆雷特，摆脱你黑夜的阴沉气，和颜悦色，来面对丹麦王上吧。你不要老是这样子垂下了眼睑，想在黄土中寻找你高贵的父亲。你知道这是很普通的；有生必有死，谁都得通过人世、跨进永恒的。	BZL
599	A countenance more in sorrow than in anger.	它的脸色悲哀多于愤怒。	ZSH
258	Exit.	[茀朗昔司谷下。	SDY
138	I will watch to-night. Perchance 'twill walk again.	我今晚去守夜；也许它还会出现的。	BZL
99	My lord, I came to see your father's funeral.	殿下，我是来参加你父亲的丧礼的。	BZL
113	Two nights together had these gentlemen (Marcellus and Bernardo) on their watch In the dead vast and middle of the night Been thus encount'red. A figure like your father, Armed at point exactly, cap-a-pe, Appears before them and with solemn march Goes slow and stately by them. Thrice he walk'd By their oppress'd and fear-surprised eyes, Within his truncheon's length; whilst they distill'd   Almost to jelly with the act of fear, Stand dumb and speak not to him. This to me In dreadful secrecy impart they did, And I with them the third night kept the watch; Where, as they had deliver'd, both in time, Form of the thing, each word made true and good, The apparition comes. I knew your father. These hands are not more like.	最初是：一连两夜，这两位朋友。玛塞勒斯和贝纳陀，出去守夜，就在深沉的半夜里碰见了两次。有一个象殿下父亲一样的人影，自顶至踵十足是全副武装，出现在他们的面前，庄严，威武，慢吞吞大踏步走过去。他连走三遍，贴近他们张口昨舌的面前，近到他伸出统帅棍就可以碰着；害他们骇怕得化成了软瘫的一堆，目瞪口呆，一句话都不敢对它说。他们却极端机密的对我讲了，第三夜我就跟他们一同守夜，完全象他们所讲的，时间也对，样子也对，每句话都证明确实，鬼影又来了。我认识殿下的父亲。手跟手都不能更象了。	BZL
203	Nay, let's follow him. Exeunt.	不，我们要跟他去。（同下。	BZL
188	No, by no means!	千万去不得！	BZL
70	[Enter Claudius, King of Denmark, Gertrude the Queen, Hamlet, Polonius, Laertes and his sister Ophelia, [Voltemand, Cornelius,] Lords Attendant.	国王、王后、哈姆雷特、波乐纽斯、莱阿替斯、伏尔第曼德、考奈留斯、众廷臣及侍从上。	BZL
561	I am glad to see you well. Horatio!- or I do forget myself.	我很高兴看见你身体健康，霍拉旭。	ZSH
40	Question it, Horatio.	问问它，霍拉旭。	BZL
595	Both. My lord, from head to foot.	从头到脚，殿下。	ZSH
233	How is't, my noble lord?	怎么样，殿下？	BZL
454	So art thou to revenge, when thou shalt hear.	你听了过后，就得负责去报仇。	SDY
260	Holla, Bernardo!	喂！剖那陀！	SDY
453	Speak. I am bound to hear.	你说；我准备来听。	SDY
529	Tis here! Exit Ghost.	它在这儿！[鬼魂下]	ZSH
473	Long live the King!	国王万岁！	ZSH
523	Enter Ghost again.	鬼魂重上。	ZSH
159	Farewell.Exit.	再见。〔下	BZL
535	Let's do't, I pray; and I this morning know Where we shall find him most conveniently.	很好，我们决定去告诉他；我知道今天在什么地方最容易找到他。[同下]	ZSH
190	Do not, my lord!	不要去，殿下！	BZL
255	And liegemen to the Dane.	丹麦王的臣下。	SDY
639	Affection? Pooh! You speak like a green girl, Unsifted in such perilous circumstance. Do you believe his tenders, as you call them?	爱情！呸！你讲的话完全像是一个不曾经历过这种危险的不懂事的女孩子。你相信你所说的他的那种表示吗？	ZSH
516	As thou art to thyself. Such was the very armour he had on When he th' ambitious Norway combated. So frown'd he once when, in an angry parle, He smote the sledded Polacks on the ice. 'Tis strange.	正像你就是你自己一样。它身上的那副战铠，正是他讨伐野心的挪威王的时候所穿的；它脸上的那副怒容，活像他有一次和敌人谈判决裂以后，把那些乘雪车的波兰人打倒在冰上的时候的神气，怪事怪事！	ZSH
375	His beard was grizzled- no?	他须髯是灰的不？	SDY
304	And then it started, like a guilty thing   Upon a fearful summons. I have heard The cock, that is the trumpet to the morn, Doth with his lofty and shrill-sounding throat Awake the god of day; and at his warning, Whether in sea or fire, in earth or air, Th' extravagant and erring spirit hies To his confine; and of the truth herein This present object made probation.	它就像是个有罪的犯人一般，听到可怕的召唤而一惊。我听说公鸡，它是替早晨报晓的号角手，一阵阵啼响它高亢峻峭的喉咙，把白日的神灵唤醒；一经它警告不论在海里火里，在地下或空中，每一个游灵野魅便自会慌忙赶回它的本界；刚才所见的东西便可以证明这句话说得不假。	SDY
97	A truant disposition, good my lord.	无非是因为偷懒，爱逃学，殿下。	BZL
62	Tis here!	在这儿！	BZL
272	Peace! break thee off! Look where it comes again!	噤声！莫讲了；您瞧，它又在来了！	SDY
431	Do not, my lord!	莫去，殿下。	SDY
234	What news, my lord?	怎么一回事，殿下？	BZL
301	Tis here!	在这里！	SDY
283	Stay! Speak, speak! I charge thee speak!	站住了！说话，说话！命令你，说话！	SDY
519	Good now, sit down, and tell me he that knows, Why this same strict and most observant watch So nightly toils the subject of the land, And why such daily cast of brazen cannon And foreign mart for implements of war; Why such impress of shipwrights, whose sore task Does not divide the Sunday from the week. What might be toward, that this sweaty haste   Doth make the night joint-labourer with the day? Who is't that can inform me?	好吧，坐下来。谁要是知道的，请告诉我，为什么我们要有这样森严的戒备，使全国的军民每夜不得安息；为什么每天都在制造铜炮，还要向国外购买战具；为什么赶造这许多船只，连星期日也不停止工作；这样夜以继日地辛苦忙碌，究竟为了什么？谁能告诉我？	ZSH
178	No, it is struck.	不，已经敲过了。	BZL
625	I shall th' effect of this good lesson keep As watchman to my heart. But, good my brother, Do not as some ungracious pastors do, Show me the steep and thorny way to heaven, Whiles, like a puff'd and reckless libertine, Himself the primrose path of dalliance treads And recks not his own rede.	我将要记住你这个很好的教训，让它看守着我的心。可是，我的好哥哥，你不要像有些坏牧师一样，指点我上天去的险峻的荆棘之途，自己却在花街柳巷流连忘返，忘记了自己的箴言。	ZSH
420	The King doth wake to-night and takes his rouse, Keeps wassail, and the swagg'ring upspring reels, And, as he drains his draughts of Rhenish down, The kettledrum and trumpet thus bray out The triumph of his pledge.	君王今晚上准备着彻夜行觞，要纵酒逞欢，再加上喧闹的狂舞；他每干一樽莱茵美酒的当儿，铜鼓和军号便这么嗥啸出一阵他祝酒的豪兴。	SDY
58	Or if thou hast uphoarded in thy life Extorted treasure in the womb of earth (For which, they say, you spirits oft walk in death),   The cock crows. Speak of it! Stay, and speak!- Stop it, Marcellus!	莫非你生前在地下哪一个角落里埋下了你一生搜刮得来的财宝，因此，据说，人死后还要出鬼的，〔鸡啼。说出来！别走，说！拦住它，玛塞勒斯！	BZL
634	Farewell.Exit.	再会！[下]	ZSH
209	My hour is almost come, When I to sulph'rous and tormenting flames Must render up myself.	我的时间快到了，我必须马上再回到琉璜的烈火里去受尽熬炼。	BZL
591	Both [and Ber.] We do, my lord.	是，殿下。	ZSH
288	As thou art to thyself. Such was the very armour he had on When he th' ambitious Norway combated. So frown'd he once when, in an angry parle, He smote the sledded Polacks on the ice. 'Tis strange.	正好跟你像你自己一个样：他当年正是披戴着这一身盔甲，对野心的挪威国王单身去决斗；有一次也曾这样怒冲冲，谈判时给激怒，他斫冰上乘橇的波兰王。真是奇怪。	SDY
47	Before my God, I might not this believe Without the sensible and true avouch Of mine own eyes. 	老天爷在上，要不是我身历其境，亲眼看见，证明是千真万确，我怎么也不会相信。	BZL
565	I am very glad to see you.- [To Bernardo] 	我很高兴看见你。[向勃那多]	ZSH
263	Welcome, Horatio. Welcome, good Marcellus.	欢迎，霍瑞旭；欢迎，好马帅勒史。	SDY
492	Welcome, Horatio. Welcome, good Marcellus.	欢迎，霍拉旭！欢迎，马西勒斯！	ZSH
332	I am glad to see you well. Horatio!- or I do forget myself.	见到你我很高兴。霍瑞旭，——要是不然，我忘记了自己。	SDY
290	In what particular thought to work I know not; But, in the gross and scope of my opinion, This bodes some strange eruption to our state.	我可不知道该作怎样的想法；不过就我所看到的大体来说，这预兆对于邦国有惊人的动荡。	SDY
284	Tis gone and will not answer.	它走了，不肯答话。	SDY
25	What, has this thing appear'd again to-night?	怎样，那东西今晚上可又出现了？	BZL
545	Take thy fair hour, Laertes. Time be thine, And thy best graces spend it at thy will! But now, my cousin Hamlet, and my son-	好好利用你的时间，雷欧提斯，尽情发挥你的才能吧！可是，来，我的侄儿哈姆雷特，我的孩子——	ZSH
680	Heaven will direct it.	上帝的旨意支配一切。	ZSH
